5.178617334026621409e-03,-1.647116924882801570e+01,2.807721998086719140e+01,-1.160605064666181363e+01,3.662607233283480396e-02,2.270919095897445191e-05,5.178647899269066095e-03,-1.647242293005016833e+01,2.807958971499972378e+01,-1.160716770275622878e+01,3.544972875176045923e-02,-3.346969166255526774e-05
7.002368154621339304e-03,-1.647094748112339957e+01,2.807680094876161192e+01,-1.160585376645898670e+01,3.662607233283480396e-02,2.469450121123066560e-05,7.002417392905408225e-03,-1.647264290483012417e+01,2.808000541738808664e+01,-1.160736325960990101e+01,3.544972875176045923e-02,-3.345138525746408237e-05
9.089571008233975416e-03,-1.647069309926549963e+01,2.807632031688745400e+01,-1.160562802870691890e+01,3.662607233283480396e-02,3.608004995065563852e-05,9.089648032983652787e-03,-1.647289485343313586e+01,2.808048156695060271e+01,-1.160758737519204153e+01,3.544972875176045923e-02,-3.341451923950684844e-05
1.145682019515735506e-02,-1.647040311504655108e+01,2.807577245033865410e+01,-1.160537080805164223e+01,3.662607233283480396e-02,5.683656288378354519e-05,1.145693381625466183e-02,-1.647318112373672250e+01,2.808102260331023103e+01,-1.160784211990374182e+01,3.544972875176045923e-02,-3.339595962664080665e-05
1.412029331119579907e-02,-1.647007582091925926e+01,2.807515397670930923e+01,-1.160507997005904812e+01,3.662607233283480396e-02,6.620752707748647217e-05,1.412044931873621470e-02,-1.647350235607112623e+01,2.808162972175007965e+01,-1.160812798466484885e+01,3.523768477501366264e-02,-3.239977358610530219e-05
1.709575847535096949e-02,-1.646971006428920603e+01,2.807446263349925530e+01,-1.160475414869129729e+01,3.435561094243197444e-02,6.620752707748647217e-05,1.709596825020389538e-02,-1.647385978840813081e+01,2.808230522745899549e+01,-1.160844592997071167e+01,3.241847856813906414e-02,-3.035808392337682648e-05
2.039858924115784539e-02,-1.646930332652413043e+01,2.807369389570817120e+01,-1.160439212732094560e+01,3.054594249420060359e-02,6.620752707748647217e-05,2.039886613395855072e-02,-1.647425512829502381e+01,2.808305240746551235e+01,-1.160879774874599235e+01,2.841143929513848324e-02,-2.931258030118385523e-05
2.404375905476412167e-02,-1.646885321705783056e+01,2.807284332371309432e+01,-1.160399211302333455e+01,2.586001479609708470e-02,6.620752707748647217e-05,2.404412392001780557e-02,-1.647469072360934561e+01,2.808387570139259282e+01,-1.160918555408046160e+01,2.366191231836256223e-02,-2.825179991253375100e-05
2.804583676824131191e-02,-1.646835866867323617e+01,2.807190869770254338e+01,-1.160355224884078673e+01,2.039935581804613179e-02,6.620752707748647217e-05,2.804631914201381054e-02,-1.647516781232286931e+01,2.808477737174039746e+01,-1.160961009302605973e+01,1.829742742416334139e-02,-2.413583596593737846e-05
3.241900568586572606e-02,-1.646781733349283172e+01,2.807088549267619371e+01,-1.160307005882972575e+01,1.430393879811865145e-02,6.314246237708357422e-05,3.241963684470382939e-02,-1.647568754703002369e+01,2.808575963832041111e+01,-1.161007256086589301e+01,1.240404076317530233e-02,-1.900508035476321654e-05
3.717706207897756437e-02,-1.646722622330884889e+01,2.806976811641666103e+01,-1.160254313107960122e+01,7.657257940410512262e-03,5.087526786964468862e-05,3.717787649899480934e-02,-1.647625167796678625e+01,2.808682583084985041e+01,-1.161057462245857153e+01,5.978581052730165026e-03,-1.592678577966841392e-05
4.233340654610841247e-02,-1.646658350250794811e+01,2.806855319651804592e+01,-1.160197024896296547e+01,4.618033597286686702e-04,2.737808784225058815e-05,4.233444303898763889e-02,-1.647686084546338492e+01,2.808797710192313701e+01,-1.161111657662486962e+01,-1.010461769387982836e-03,-1.084453495526815110e-05
4.790105488317064619e-02,-1.646588737816547976e+01,2.806723736057444185e+01,-1.160134991837593965e+01,-7.325633283659187950e-03,-2.356062575253548790e-06,4.790235826369065864e-02,-1.647751568985006188e+01,2.808921464682337898e+01,-1.161169893562897926e+01,-8.578920210389738912e-03,-6.631529959400689460e-07
5.389264498284893068e-02,-1.646513550240390700e+01,2.806581612627421052e+01,-1.160067989816270284e+01,-1.571322433374451599e-02,-3.437619466638224772e-05,5.389427123821710630e-02,-1.647821791867410113e+01,2.809054179526779649e+01,-1.161232370583896412e+01,-1.674849652184507917e-02,7.485338870688426777e-06
6.032043587577242544e-02,-1.646432544196834158e+01,2.806428496861702371e+01,-1.159995831002123268e+01,-2.462640042824203526e-02,-5.825711581178183072e-05,6.032244924745305825e-02,-1.647896868452993502e+01,2.809196068169049809e+01,-1.161299169833979050e+01,-2.548287909617402355e-02,1.775710635997225118e-05
6.719630627142893220e-02,-1.646345540393413032e+01,2.806264051519697489e+01,-1.159918357447028292e+01,-3.395207211312047807e-02,-7.375822031686537215e-05,6.719878196487406863e-02,-1.647976862774778795e+01,2.809347241599723688e+01,-1.161370304119750685e+01,-3.467668356427432153e-02,3.645152177587052350e-05
7.453175793490639245e-02,-1.646252423570684797e+01,2.806088050351391061e+01,-1.159835432547201961e+01,-4.363244015201408338e-02,-8.924322105784124781e-05,7.453478791421092042e-02,-1.648061830328054000e+01,2.809507810809374462e+01,-1.161445852415273450e+01,-4.426140347040865425e-02,5.113940330903732996e-05
8.233793086138536943e-02,-1.646152950403159920e+01,2.805900036587881630e+01,-1.159746857800271513e+01,-5.365619765947778064e-02,-9.659324358614699570e-05,8.234161301036382885e-02,-1.648151762575081491e+01,2.809677771529133494e+01,-1.161525857409229445e+01,-5.421359703494273152e-02,5.648027480747775970e-05
9.062560544392382622e-02,-1.646046762305907052e+01,2.805699335747988954e+01,-1.159652327982158404e+01,-6.400614611757894645e-02,-9.659324358614699570e-05,9.063004206533634144e-02,-1.648246719280017558e+01,2.809857239018443664e+01,-1.161610381000208392e+01,-6.450850385498382855e-02,5.664160284973542491e-05
