-4.910592906526289880e-05,-3.011555671691894531e-01,4.849682450294494629e-01,-1.838126033544540405e-01,4.911413634545169771e-05,-3.575029950297903270e-06,-4.910397547064349055e-05,-3.011433780193328857e-01,4.849453270435333252e-01,-1.838020086288452148e-01,4.909967174171470106e-05,-2.841402420017402619e-06
-4.884245572611689568e-05,-3.011551499366760254e-01,4.849674701690673828e-01,-1.838122904300689697e-01,4.883388828602619469e-05,-1.451071170777140651e-06,-4.884324152953922749e-05,-3.011433780193328857e-01,4.849453270435333252e-01,-1.838020086288452148e-01,4.884034569840878248e-05,-2.841402420017402619e-06
-4.703299055108800530e-05,-3.011551499366760254e-01,4.849674701690673828e-01,-1.838122904300689697e-01,4.703427475760690868e-05,-1.451071852898166981e-06,-4.703378726844675839e-05,-3.011433780193328857e-01,4.849453270435333252e-01,-1.838020086288452148e-01,4.704078310169279575e-05,-2.841401055775349960e-06
-4.216608067508786917e-05,-3.011547029018402100e-01,4.849666655063629150e-01,-1.838120669126510620e-01,4.217489185975864530e-05,5.007867457607062533e-06,-4.216405795887112617e-05,-3.011442422866821289e-01,4.849469363689422607e-01,-1.838026791810989380e-01,4.215977605781517923e-05,7.007490125943149906e-07
-3.277958239777944982e-05,-3.011534810066223145e-01,4.849643111228942871e-01,-1.838107407093048096e-01,3.278410440543666482e-05,-4.319148047216003761e-06,-3.277759969932958484e-05,-3.011454939842224121e-01,4.849492907524108887e-01,-1.838037818670272827e-01,3.276915958849713206e-05,7.495191880479978863e-07
-1.745963709254283458e-05,-3.011513650417327881e-01,4.849603474140167236e-01,-1.838089674711227417e-01,1.745434019539970905e-05,-7.282735623448388651e-07,-1.746054476825520396e-05,-3.011471629142761230e-01,4.849524497985839844e-01,-1.838053166866302490e-01,1.746133239066693932e-05,-1.477347609579737764e-06
5.159042757441056892e-06,-3.011488318443298340e-01,4.849556088447570801e-01,-1.838068664073944092e-01,-5.152580797584960237e-06,4.345401066530030221e-06,5.160966338735306635e-06,-3.011501133441925049e-01,4.849579930305480957e-01,-1.838078796863555908e-01,-5.167273229744751006e-06,3.834152906279086892e-08
3.640819340944290161e-05,-3.011446595191955566e-01,4.849477112293243408e-01,-1.838030070066452026e-01,-3.641709190560504794e-05,-2.183539436373393983e-06,3.640734576038084924e-05,-3.011538684368133545e-01,4.849650859832763672e-01,-1.838112920522689819e-01,-3.641036164481192827e-05,-3.573829189917887561e-06
7.756106060696765780e-05,-3.011396229267120361e-01,4.849382340908050537e-01,-1.837985813617706299e-01,-7.756819832138717175e-05,-1.411862058375845663e-06,7.756058039376512170e-05,-3.011589348316192627e-01,4.849745929241180420e-01,-1.838156133890151978e-01,-7.756338163744658232e-05,2.173834673158125952e-06
1.298553106607869267e-04,-3.011333346366882324e-01,4.849263727664947510e-01,-1.837929487228393555e-01,-1.298554125241935253e-04,-4.349750270193908364e-06,1.298553543165326118e-04,-3.011652231216430664e-01,4.849864244461059570e-01,-1.838211268186569214e-01,-1.298525457968935370e-04,3.635163238868699409e-06
1.944849936990067363e-04,-3.011253476142883301e-01,4.849113523960113525e-01,-1.837859749794006348e-01,-1.944842515513300896e-04,-1.420905732629762497e-06,1.944862451637163758e-04,-3.011731803417205811e-01,4.850014448165893555e-01,-1.838283091783523560e-01,-1.944866235135123134e-04,-2.171323330912855454e-06
2.725982922129333019e-04,-3.011156916618347168e-01,4.848931729793548584e-01,-1.837774664163589478e-01,-2.725958765950053930e-04,-7.186590664787217975e-07,2.726016682572662830e-04,-3.011828362941741943e-01,4.850196242332458496e-01,-1.838368177413940430e-01,-2.726075472310185432e-04,-1.470410097681451589e-06
3.653036255855113268e-04,-3.011039495468139648e-01,4.848710596561431885e-01,-1.837670803070068359e-01,-3.653106396086513996e-04,-1.401247573085129261e-06,3.653076419141143560e-04,-3.011941611766815186e-01,4.850409626960754395e-01,-1.838468909263610840e-01,-3.653159365057945251e-04,-4.279107088223099709e-06
4.736617556773126125e-04,-3.010905086994171143e-01,4.848457574844360352e-01,-1.837552487850189209e-01,-4.736646660603582859e-04,2.485542260899364919e-08,4.736680712085217237e-04,-3.012071549892425537e-01,4.850654304027557373e-01,-1.838583499193191528e-01,-4.736702539958059788e-04,-3.633278765846625902e-06
5.986971082165837288e-04,-3.010749816894531250e-01,4.848165214061737061e-01,-1.837415546178817749e-01,-5.986932665109634399e-04,7.076641281855700072e-07,5.987084005028009415e-04,-3.012222945690155029e-01,4.850938916206359863e-01,-1.838715076446533203e-01,-5.987113690935075283e-04,4.296368842915399000e-06
7.413933053612709045e-04,-3.010569214820861816e-01,4.847825169563293457e-01,-1.837256252765655518e-01,-7.413935963995754719e-04,1.424506990588270128e-06,7.414098945446312428e-04,-3.012394905090332031e-01,4.851262867450714111e-01,-1.838867664337158203e-01,-7.414158317260444164e-04,1.464124011363310274e-06
